,BuildingAddress,Location,longitude,latitude,type
294,1627 E OLIVER ST,"(39.30725606, -76.59557684)",-76.59557684,39.30725606,vacant
295,1302 VALLEY ST,"(39.3055219, -76.6053972)",-76.6053972,39.3055219,vacant
296,1313 VALLEY ST,"(39.30546602, -76.60488453)",-76.60488453,39.30546602,vacant
297,1336 AISQUITH ST,"(39.30581832, -76.60250549)",-76.60250549,39.30581832,vacant
298,1319 ENSOR ST,"(39.30563919, -76.60338443)",-76.60338443,39.30563919,vacant
299,1309 N CENTRAL AVE,"(39.30544275, -76.60024885)",-76.60024885,39.30544275,vacant
300,1315 N CENTRAL AVE,"(39.305588, -76.60025804)",-76.60025804,39.305588,vacant
301,1201 E PRESTON ST,"(39.30491325, -76.60163866)",-76.60163866,39.30491325,vacant
302,515 N CLINTON ST,"(39.29755889, -76.57044181)",-76.57044181,39.29755889,vacant
303,4230 SHELDON AVE,"(39.32826674, -76.56386133)",-76.56386133,39.32826674,vacant
304,4617 MANNASOTA AVE,"(39.33112495, -76.5572199)",-76.5572199,39.33112495,vacant
305,5103 FRANKFORD AVE,"(39.32722736, -76.54164007)",-76.54164007,39.32722736,vacant
306,4202 HAMILTON AVE,"(39.34212951, -76.54482531)",-76.54482531,39.34212951,vacant
307,4526 HAZELWOOD AVE,"(39.33920441, -76.5388121)",-76.5388121,39.33920441,vacant
308,4629 BOWLEYS LANE,"(39.32449427, -76.55442193)",-76.55442193,39.32449427,vacant
309,1721 E BIDDLE ST,"(39.30414916, -76.59307054)",-76.59307054,39.30414916,vacant
310,1107 N COLLINGTON AVE,"(39.30396181, -76.58673184)",-76.58673184,39.30396181,vacant
311,1103 N COLLINGTON AVE,"(39.30389634, -76.58672793)",-76.58672793,39.30389634,vacant
312,1104 N MILTON AVE,"(39.304087, -76.58288895)",-76.58288895,39.304087,vacant
313,1101 N MILTON AVE,"(39.30381528, -76.58232321)",-76.58232321,39.30381528,vacant
314,2510 E CHASE ST,"(39.30390892, -76.58181365)",-76.58181365,39.30390892,vacant
315,2717 E BIDDLE ST,"(39.30469276, -76.57927387)",-76.57927387,39.30469276,vacant
316,2233 E CHASE ST,"(39.30336215, -76.58601419)",-76.58601419,39.30336215,vacant
317,1039 N MILTON AVE,"(39.30328948, -76.58233243)",-76.58233243,39.30328948,vacant
318,917 N PATTERSON PARK AVE,"(39.30127766, -76.58503241)",-76.58503241,39.30127766,vacant
319,915 N ROSE ST,"(39.30156182, -76.58155944)",-76.58155944,39.30156182,vacant
320,803 N COLLINGTON AVE,"(39.29988467, -76.5864891)",-76.5864891,39.29988467,vacant
321,819 N PATTERSON PARK AVE,"(39.30025467, -76.58496784)",-76.58496784,39.30025467,vacant
322,800 N GLOVER ST,"(39.30030682, -76.58043837)",-76.58043837,39.30030682,vacant
323,814 N LINWOOD AVE,"(39.30049055, -76.57698665)",-76.57698665,39.30049055,vacant
324,2918 E MADISON ST,"(39.30034111, -76.5761614)",-76.5761614,39.30034111,vacant
325,2920 E MADISON ST,"(39.30034297, -76.57611626)",-76.57611626,39.30034297,vacant
326,719 N CHESTER ST,"(39.29909384, -76.5876276)",-76.5876276,39.29909384,vacant
327,2329 E MADISON ST,"(39.29965944, -76.58396869)",-76.58396869,39.29965944,vacant
328,743 N PATTERSON PARK AVE,"(39.29965149, -76.58492426)",-76.58492426,39.29965149,vacant
329,2410 E MONUMENT ST,"(39.29898449, -76.58334552)",-76.58334552,39.29898449,vacant
330,708 N GLOVER ST,"(39.29937993, -76.58039225)",-76.58039225,39.29937993,vacant
331,702 N STREEPER ST,"(39.29939104, -76.57756127)",-76.57756127,39.29939104,vacant
332,2924 E MONUMENT ST,"(39.29928737, -76.57581212)",-76.57581212,39.29928737,vacant
333,610 N MONTFORD AVE,"(39.2982033, -76.58393831)",-76.58393831,39.2982033,vacant
334,626 N GLOVER ST,"(39.2985928, -76.58033985)",-76.58033985,39.2985928,vacant
335,628 N STREEPER ST,"(39.2985287, -76.57750443)",-76.57750443,39.2985287,vacant
336,3111 E MONUMENT ST,"(39.2990098, -76.57341514)",-76.57341514,39.2990098,vacant
337,522 N PATTERSON PARK AVE,"(39.29714082, -76.58525308)",-76.58525308,39.29714082,vacant
338,2251 MCELDERRY ST,"(39.29742222, -76.5852431)",-76.5852431,39.29742222,vacant
339,2247 MCELDERRY ST,"(39.29741294, -76.58534326)",-76.58534326,39.29741294,vacant
340,2211 MCELDERRY ST,"(39.29741603, -76.58623678)",-76.58623678,39.29741603,vacant
341,2209 MCELDERRY ST,"(39.29741069, -76.5862786)",-76.5862786,39.29741069,vacant
342,2207 MCELDERRY ST,"(39.29741716, -76.58632006)",-76.58632006,39.29741716,vacant
343,540 N MILTON AVE,"(39.29761467, -76.58248129)",-76.58248129,39.29761467,vacant
344,2931 MCELDERRY ST,"(39.2978148, -76.57546308)",-76.57546308,39.2978148,vacant
345,529 N CURLEY ST,"(39.29757089, -76.57561071)",-76.57561071,39.29757089,vacant
346,518 N CURLEY ST,"(39.29738063, -76.57601211)",-76.57601211,39.29738063,vacant
347,431 N LUZERNE AVE,"(39.29638186, -76.58047132)",-76.58047132,39.29638186,vacant
348,155 N CURLEY ST,"(39.29438319, -76.57543324)",-76.57543324,39.29438319,vacant
349,22 N EAST AVE,"(39.29311634, -76.57270022)",-76.57270022,39.29311634,vacant
350,311 S WASHINGTON ST,"(39.28734769, -76.58865797)",-76.58865797,39.28734769,vacant
351,3328 STRICKLAND ST,"(39.2777235, -76.67249882)",-76.67249882,39.2777235,vacant
352,429 EAST LYNNE AVE,"(39.28031867, -76.65861789)",-76.65861789,39.28031867,vacant
353,17 N CATHERINE ST,"(39.28839577, -76.65628533)",-76.65628533,39.28839577,vacant
354,12 S CATHERINE ST,"(39.28712477, -76.656379)",-76.656379,39.28712477,vacant
355,2324 LAURETTA AVE,"(39.29428598, -76.65393471)",-76.65393471,39.29428598,vacant
356,2609 EDMONDSON AVE,"(39.29432942, -76.65978202)",-76.65978202,39.29432942,vacant
357,5 S ABINGTON AVE,"(39.28561149, -76.67090256)",-76.67090256,39.28561149,vacant
358,14 S MOUNT OLIVET LANE,"(39.28547888, -76.66839978)",-76.66839978,39.28547888,vacant
359,144 PALORMO AVE,"(39.28346594, -76.6753731)",-76.6753731,39.28346594,vacant
360,3531 OLD FREDERICK ROAD,"(39.2825992, -76.67605821)",-76.67605821,39.2825992,vacant
361,49 S CULVER ST,"(39.28514681, -76.67793525)",-76.67793525,39.28514681,vacant
362,506 N EDGEWOOD ST,"(39.29299147, -76.67574181)",-76.67574181,39.29299147,vacant
363,1818 N BENTALOU ST,"(39.30903115, -76.65437014)",-76.65437014,39.30903115,vacant
364,1210 N EDEN ST,"(39.30442045, -76.59981549)",-76.59981549,39.30442045,vacant
365,1206 N CAROLINE ST,"(39.30446161, -76.59830918)",-76.59830918,39.30446161,vacant
366,1214 N BOND ST,"(39.3048639, -76.59687953)",-76.59687953,39.3048639,vacant
367,1205 N BOND ST,"(39.30440153, -76.59630012)",-76.59630012,39.30440153,vacant
368,932 E EAGER ST,"(39.30167368, -76.60393509)",-76.60393509,39.30167368,vacant
369,1025 N CAROLINE ST,"(39.30241339, -76.59757491)",-76.59757491,39.30241339,vacant
370,327 N GAY ST,"(39.29367649, -76.60705783)",-76.60705783,39.29367649,vacant
371,325 N GAY ST,"(39.29364345, -76.60711307)",-76.60711307,39.29364345,vacant
372,343 N GAY ST,"(39.29410505, -76.60654283)",-76.60654283,39.29410505,vacant
373,1413 E FAIRMOUNT AVE,"(39.29197278, -76.59804905)",-76.59804905,39.29197278,vacant
374,117 S CENTRAL AVE,"(39.28973043, -76.59919773)",-76.59919773,39.28973043,vacant
375,316 S BROADWAY,"(39.28704457, -76.59400468)",-76.59400468,39.28704457,vacant
376,1617 BANK ST,"(39.28631546, -76.59465993)",-76.59465993,39.28631546,vacant
377,1804 E LAFAYETTE AVE,"(39.31092597, -76.59273314)",-76.59273314,39.31092597,vacant
378,1835 N WOLFE ST,"(39.31183423, -76.59145669)",-76.59145669,39.31183423,vacant
379,1821 N PORT ST,"(39.31176201, -76.5836134)",-76.5836134,39.31176201,vacant
380,1807 E LAFAYETTE AVE,"(39.31055426, -76.59265935)",-76.59265935,39.31055426,vacant
381,1703 N BRADFORD ST,"(39.31012378, -76.58492591)",-76.58492591,39.31012378,vacant
382,1641 N WOLFE ST,"(39.30954161, -76.59132651)",-76.59132651,39.30954161,vacant
383,1102 N CARROLLTON AVE,"(39.30135319, -76.6376802)",-76.6376802,39.30135319,vacant
384,1036 N ARLINGTON AVE,"(39.3014815, -76.63623707)",-76.63623707,39.3014815,vacant
385,1106 N FREMONT AVE,"(39.30202685, -76.63638775)",-76.63638775,39.30202685,vacant
386,1107 WINCHESTER ST,"(39.30233375, -76.63688065)",-76.63688065,39.30233375,vacant
387,1113 WINCHESTER ST,"(39.30233129, -76.63702569)",-76.63702569,39.30233129,vacant
388,1157 N CARROLLTON AVE,"(39.3023891, -76.63726697)",-76.63726697,39.3023891,vacant
389,1149 N CARROLLTON AVE,"(39.30223841, -76.63722955)",-76.63722955,39.30223841,vacant
390,1147 N CARROLLTON AVE,"(39.30220241, -76.63722122)",-76.63722122,39.30220241,vacant
391,1141 N CARROLLTON AVE,"(39.30208855, -76.63721355)",-76.63721355,39.30208855,vacant
392,1135 N CARROLLTON AVE,"(39.3019722, -76.63720665)",-76.63720665,39.3019722,vacant
393,1131 N CARROLLTON AVE,"(39.30189635, -76.63720196)",-76.63720196,39.30189635,vacant
394,1127 N CARROLLTON AVE,"(39.3018186, -76.63719727)",-76.63719727,39.3018186,vacant
395,1523 N BROADWAY,"(39.3080662, -76.59448595)",-76.59448595,39.3080662,vacant
396,1525 N BROADWAY,"(39.30810754, -76.59448854)",-76.59448854,39.30810754,vacant
397,1527 N BROADWAY,"(39.30814858, -76.5944911)",-76.5944911,39.30814858,vacant
398,1921 E FEDERAL ST,"(39.30851134, -76.59072267)",-76.59072267,39.30851134,vacant
399,1910 E OLIVER ST,"(39.30782754, -76.59068067)",-76.59068067,39.30782754,vacant
400,1428 N GAY ST,"(39.3071261, -76.59083385)",-76.59083385,39.3071261,vacant
401,1402 N LUZERNE AVE,"(39.30707761, -76.58165773)",-76.58165773,39.30707761,vacant
402,2610 GROGAN AVE,"(39.30657798, -76.58071989)",-76.58071989,39.30657798,vacant
403,1723 E PRESTON ST,"(39.30518955, -76.5937743)",-76.5937743,39.30518955,vacant
404,1800 E BIDDLE ST,"(39.30457454, -76.59243531)",-76.59243531,39.30457454,vacant
405,2317 E PRESTON ST,"(39.30556633, -76.58454433)",-76.58454433,39.30556633,vacant
406,1203 N PATTERSON PARK AVE,"(39.30480533, -76.58523539)",-76.58523539,39.30480533,vacant
407,2438 E BIDDLE ST,"(39.30492726, -76.58298056)",-76.58298056,39.30492726,vacant
408,1225 N MONTFORD AVE,"(39.30537865, -76.5838246)",-76.5838246,39.30537865,vacant
409,1237 N LUZERNE AVE,"(39.30573546, -76.58105939)",-76.58105939,39.30573546,vacant
410,1717 E BIDDLE ST,"(39.30414527, -76.59317282)",-76.59317282,39.30414527,vacant
411,1719 E BIDDLE ST,"(39.3041467, -76.59312216)",-76.59312216,39.3041467,vacant
412,1013 APPLETON ST,"(39.30037464, -76.64822446)",-76.64822446,39.30037464,vacant
413,1015 APPLETON ST,"(39.30041119, -76.64822658)",-76.64822658,39.30041119,vacant
414,1014 APPLETON ST,"(39.30038818, -76.64872258)",-76.64872258,39.30038818,vacant
415,1026 APPLETON ST,"(39.30060623, -76.64873478)",-76.64873478,39.30060623,vacant
416,1028 APPLETON ST,"(39.30064259, -76.64873683)",-76.64873683,39.30064259,vacant
417,1030 APPLETON ST,"(39.30067871, -76.64873881)",-76.64873881,39.30067871,vacant
418,1002 N FULTON AVE,"(39.30002355, -76.64620032)",-76.64620032,39.30002355,vacant
419,1006 N FULTON AVE,"(39.30011146, -76.6462039)",-76.6462039,39.30011146,vacant
420,1016 N FULTON AVE,"(39.30032723, -76.64621265)",-76.64621265,39.30032723,vacant
421,1018 N FULTON AVE,"(39.30037484, -76.64621459)",-76.64621459,39.30037484,vacant
422,1020 N FULTON AVE,"(39.30041388, -76.64621617)",-76.64621617,39.30041388,vacant
423,1801 RIGGS AVE,"(39.30074133, -76.64647062)",-76.64647062,39.30074133,vacant
424,1807 RIGGS AVE,"(39.30073364, -76.64662509)",-76.64662509,39.30073364,vacant
425,1811 RIGGS AVE,"(39.30073031, -76.64672791)",-76.64672791,39.30073031,vacant
426,1817 RIGGS AVE,"(39.30071856, -76.64705548)",-76.64705548,39.30071856,vacant
427,1825 RIGGS AVE,"(39.30071114, -76.64726705)",-76.64726705,39.30071114,vacant
428,1829 RIGGS AVE,"(39.30070741, -76.64737349)",-76.64737349,39.30070741,vacant
429,3400 ALTO ROAD,"(39.31758529, -76.67478324)",-76.67478324,39.31758529,vacant
430,3034 GWYNNS FALLS PKWY,"(39.31472296, -76.66936392)",-76.66936392,39.31472296,vacant
431,3407 CALLAWAY AVE,"(39.32698689, -76.67812231)",-76.67812231,39.32698689,vacant
432,3409 GRANTLEY ROAD,"(39.32672468, -76.67565213)",-76.67565213,39.32672468,vacant
433,3211 DORCHESTER ROAD,"(39.32546125, -76.67014153)",-76.67014153,39.32546125,vacant
434,4126 REISTERSTOWN ROAD,"(39.33558893, -76.6657034)",-76.6657034,39.33558893,vacant
435,2914 BOARMAN AVE,"(39.3371956, -76.6702218)",-76.6702218,39.3371956,vacant
436,2904 GRANTLEY AVE,"(39.33719953, -76.66829301)",-76.66829301,39.33719953,vacant
437,2218 W NORTH AVE,"(39.30992435, -76.65338748)",-76.65338748,39.30992435,vacant
438,1912 N PULASKI ST,"(39.31037168, -76.65158792)",-76.65158792,39.31037168,vacant
439,2016 N MONROE ST,"(39.31156658, -76.64851198)",-76.64851198,39.31156658,vacant
440,2011 N PAYSON ST,"(39.31140981, -76.64976339)",-76.64976339,39.31140981,vacant
441,2009 CLIFTON AVE,"(39.31166217, -76.65060975)",-76.65060975,39.31166217,vacant
442,2006 N PULASKI ST,"(39.31118868, -76.65162999)",-76.65162999,39.31118868,vacant
443,2015 N BENTALOU ST,"(39.31103627, -76.65394783)",-76.65394783,39.31103627,vacant
444,2019 N BENTALOU ST,"(39.31113904, -76.65393988)",-76.65393988,39.31113904,vacant
445,2312 ANOKA AVE,"(39.32156841, -76.65620952)",-76.65620952,39.32156841,vacant
446,3209 LEIGHTON AVE,"(39.31808078, -76.65936634)",-76.65936634,39.31808078,vacant
447,2608 LOYOLA SOUTHWAY,"(39.3373966, -76.66128015)",-76.66128015,39.3373966,vacant
448,2605 PARK HEIGHTS TERR,"(39.33836844, -76.66155806)",-76.66155806,39.33836844,vacant
449,1015 MCKEAN AVE,"(39.30046857, -76.64659022)",-76.64659022,39.30046857,vacant
450,1020 MCKEAN AVE,"(39.30056324, -76.64704575)",-76.64704575,39.30056324,vacant
451,1014 MCKEAN AVE,"(39.30045216, -76.64703931)",-76.64703931,39.30045216,vacant
452,1006 MCKEAN AVE,"(39.30030573, -76.64703059)",-76.64703059,39.30030573,vacant
453,1006 N MOUNT ST,"(39.3001551, -76.64470111)",-76.64470111,39.3001551,vacant
454,1008 N MOUNT ST,"(39.30019518, -76.64470351)",-76.64470351,39.30019518,vacant
455,1021 N FULTON AVE,"(39.30039486, -76.6455448)",-76.6455448,39.30039486,vacant
456,1704 MOSHER ST,"(39.30011591, -76.64497154)",-76.64497154,39.30011591,vacant
457,2437 MADISON AVE,"(39.31364814, -76.63833954)",-76.63833954,39.31364814,vacant
458,2228 CALLOW AVE,"(39.31351458, -76.63170684)",-76.63170684,39.31351458,vacant
459,2412 LAKEVIEW AVE,"(39.31508498, -76.63295977)",-76.63295977,39.31508498,vacant
460,2206 N CHARLES ST,"(39.31446774, -76.61715887)",-76.61715887,39.31446774,vacant
461,329 E 24TH ST,"(39.31638394, -76.61176948)",-76.61176948,39.31638394,vacant
462,2435 SAINT PAUL ST,"(39.31728752, -76.61501076)",-76.61501076,39.31728752,vacant
463,2408 SAINT PAUL ST,"(39.31669337, -76.61557329)",-76.61557329,39.31669337,vacant
464,1110 E NORTH AVE,"(39.31197795, -76.603787)",-76.603787,39.31197795,vacant
465,1908 SHERWOOD AVE,"(39.31234312, -76.60103876)",-76.60103876,39.31234312,vacant
466,1903 SHERWOOD AVE,"(39.31225757, -76.60072722)",-76.60072722,39.31225757,vacant
467,1905 SHERWOOD AVE,"(39.31229114, -76.60072899)",-76.60072899,39.31229114,vacant
468,1907 SHERWOOD AVE,"(39.31232517, -76.60073124)",-76.60073124,39.31232517,vacant
469,1909 SHERWOOD AVE,"(39.31235846, -76.60073348)",-76.60073348,39.31235846,vacant
470,1913 SHERWOOD AVE,"(39.31242468, -76.60073787)",-76.60073787,39.31242468,vacant
471,2118 AIKEN ST,"(39.31460307, -76.60019211)",-76.60019211,39.31460307,vacant
472,2037 ROBB ST,"(39.31374094, -76.60251857)",-76.60251857,39.31374094,vacant
473,2101 W ROGERS AVE,"(39.35753393, -76.65864449)",-76.65864449,39.35753393,vacant
474,4618 YORK ROAD,"(39.34495102, -76.60992066)",-76.60992066,39.34495102,vacant
475,2791 THE ALAMEDA ,"(39.32313548, -76.59241996)",-76.59241996,39.32313548,vacant
476,1410 MOSHER ST,"(39.3002387, -76.64056199)",-76.64056199,39.3002387,vacant
477,2712 HUGO AVE,"(39.32317987, -76.58941876)",-76.58941876,39.32317987,vacant
478,1601 CHILTON ST,"(39.32735948, -76.59392159)",-76.59392159,39.32735948,vacant
479,1527 KINGSWAY ROAD,"(39.34410851, -76.59047344)",-76.59047344,39.34410851,vacant
480,1638 NORTHGATE ROAD,"(39.34521306, -76.58775914)",-76.58775914,39.34521306,vacant
481,3829 CRESTLYN ROAD,"(39.33497895, -76.59861435)",-76.59861435,39.33497895,vacant
482,1020 E BELVEDERE AVE,"(39.36013529, -76.59895138)",-76.59895138,39.36013529,vacant
483,5618 CLEARSPRING ROAD,"(39.35885287, -76.6067874)",-76.6067874,39.35885287,vacant
484,702 BEAUMONT AVE,"(39.35164523, -76.6061582)",-76.6061582,39.35164523,vacant
485,711 MCCABE AVE,"(39.3521492, -76.6065628)",-76.6065628,39.3521492,vacant
486,5201 IVANHOE AVE,"(39.3524886, -76.60454448)",-76.60454448,39.3524886,vacant
487,529 BEAUMONT AVE,"(39.35129355, -76.60733872)",-76.60733872,39.35129355,vacant
488,812 WINSTON AVE,"(39.34996589, -76.60398408)",-76.60398408,39.34996589,vacant
489,1200 MERIDENE DR,"(39.36838779, -76.59277004)",-76.59277004,39.36838779,vacant
490,1317 WINSTON AVE,"(39.34963903, -76.59586811)",-76.59586811,39.34963903,vacant
491,5023 PILGRIM ROAD,"(39.351759, -76.57149761)",-76.57149761,39.351759,vacant
492,2801 HAMILTON AVE,"(39.35404487, -76.56386901)",-76.56386901,39.35404487,vacant
493,3900 CHESLEY AVE,"(39.35963907, -76.53272445)",-76.53272445,39.35963907,vacant
494,6514 HILLTOP AVE,"(39.35816168, -76.54216164)",-76.54216164,39.35816168,vacant
495,3006 GLENMORE AVE,"(39.35660922, -76.55692386)",-76.55692386,39.35660922,vacant
496,6002 BURGESS AVE,"(39.35585971, -76.55285354)",-76.55285354,39.35585971,vacant
497,3514 MARY AVE,"(39.35091365, -76.54938201)",-76.54938201,39.35091365,vacant
498,3714 MARY AVE,"(39.34876274, -76.54639283)",-76.54639283,39.34876274,vacant
499,5815 BENTON HEIGHTS AVE,"(39.34506015, -76.54394648)",-76.54394648,39.34506015,vacant
500,3502 ECHODALE AVE,"(39.34545097, -76.55800991)",-76.55800991,39.34545097,vacant
501,5006 ROSS ROAD,"(39.34570405, -76.56271754)",-76.56271754,39.34570405,vacant
502,3306 ROSEKEMP AVE,"(39.3423136, -76.56464255)",-76.56464255,39.3423136,vacant
503,4505 SCHLEY AVE,"(39.3349679, -76.56340657)",-76.56340657,39.3349679,vacant
504,3901 EIERMAN AVE,"(39.3305382, -76.56706721)",-76.56706721,39.3305382,vacant
505,3040 MAYFIELD AVE,"(39.32136852, -76.57100128)",-76.57100128,39.32136852,vacant
506,3249 SHANNON DR,"(39.32409437, -76.56384377)",-76.56384377,39.32409437,vacant
507,3311 KENYON AVE,"(39.3225818, -76.56583213)",-76.56583213,39.3225818,vacant
508,1232 MOSHER ST,"(39.30031666, -76.6384925)",-76.6384925,39.30031666,vacant
509,1234 MOSHER ST,"(39.30031492, -76.63853978)",-76.63853978,39.30031492,vacant
510,1236 MOSHER ST,"(39.30031327, -76.63858551)",-76.63858551,39.30031327,vacant
511,1013 N CAREY ST,"(39.30049326, -76.63854664)",-76.63854664,39.30049326,vacant
512,1015 N CAREY ST,"(39.30052904, -76.63854973)",-76.63854973,39.30052904,vacant
513,1019 N CAREY ST,"(39.30063081, -76.63855684)",-76.63855684,39.30063081,vacant
514,1021 N CAREY ST,"(39.30066742, -76.63855856)",-76.63855856,39.30066742,vacant
515,1031 N CAREY ST,"(39.30085883, -76.63853306)",-76.63853306,39.30085883,vacant
516,1033 N CAREY ST,"(39.30089886, -76.63853506)",-76.63853506,39.30089886,vacant
517,1024 N CARROLLTON AVE,"(39.3009153, -76.63779072)",-76.63779072,39.3009153,vacant
518,1020 N CARROLLTON AVE,"(39.30072852, -76.6376638)",-76.6376638,39.30072852,vacant
519,1018 N CARROLLTON AVE,"(39.30069585, -76.63766074)",-76.63766074,39.30069585,vacant
520,1114 E 20TH ST,"(39.31298912, -76.60375983)",-76.60375983,39.31298912,vacant
521,1116 E 20TH ST,"(39.31299161, -76.60370702)",-76.60370702,39.31299161,vacant
522,2218 KIRK AVE,"(39.31512181, -76.60550594)",-76.60550594,39.31512181,vacant
523,2111 HOMEWOOD AVE,"(39.31373107, -76.60694898)",-76.60694898,39.31373107,vacant
524,3215 WESTERWALD AVE,"(39.32787723, -76.60506816)",-76.60506816,39.32787723,vacant
525,815 E 33RD ST,"(39.32811263, -76.6046467)",-76.6046467,39.32811263,vacant
526,3312 WESTERWALD AVE,"(39.32930474, -76.60528653)",-76.60528653,39.32930474,vacant
527,804 E 35TH ST,"(39.33085202, -76.60489733)",-76.60489733,39.33085202,vacant
528,609 MCKEWIN AVE,"(39.33275665, -76.60709185)",-76.60709185,39.33275665,vacant
529,2406 LOCH RAVEN ROAD,"(39.31692163, -76.60863861)",-76.60863861,39.31692163,vacant
530,2410 LOCH RAVEN ROAD,"(39.31698438, -76.60857852)",-76.60857852,39.31698438,vacant
531,2648 BOONE ST,"(39.32046325, -76.60885688)",-76.60885688,39.32046325,vacant
532,922 HOMESTEAD ST,"(39.32558382, -76.60379029)",-76.60379029,39.32558382,vacant
533,1695 DARLEY AVE,"(39.31452826, -76.59401609)",-76.59401609,39.31452826,vacant
534,1901 N COLLINGTON AVE,"(39.31287067, -76.58727642)",-76.58727642,39.31287067,vacant
535,5804 ETHELBERT AVE,"(39.35601192, -76.68362932)",-76.68362932,39.35601192,vacant
536,2516 HARFORD ROAD,"(39.31849953, -76.59393936)",-76.59393936,39.31849953,vacant
537,2520 GARRETT AVE,"(39.31906962, -76.59887255)",-76.59887255,39.31906962,vacant
538,917 N MONROE ST,"(39.29939954, -76.64728544)",-76.64728544,39.29939954,vacant
539,1603 GORSUCH AVE,"(39.32157292, -76.59563808)",-76.59563808,39.32157292,vacant
540,1712 HOMESTEAD ST,"(39.32037113, -76.59433608)",-76.59433608,39.32037113,vacant
541,1708 CARSWELL ST,"(39.3214853, -76.59324572)",-76.59324572,39.3214853,vacant
542,1623 CARSWELL ST,"(39.32186856, -76.59464894)",-76.59464894,39.32186856,vacant
543,2805 KENNEDY AVE,"(39.32300495, -76.5938365)",-76.5938365,39.32300495,vacant
